-300 -300 -100 
-300 300 -100 
300 300 -100 
300 -300 -100 
-300 -300 -100 


-200 -300 -100 
-200 300 -100 
200 300 -100 
200 -300 -100 
-200 -300 -100 


-100 -300 -100 
-100 300 -100 
100 300 -100 
100 -300 -100 
-100 -300 -100 


0 -300 -100 
0 300 -100 
0 300 -100 
0 300 -100 
0 -300 -100 


-300 -200 -100 
300 -200 -100 
300 200 -100 
-300 200 -100 
-300 -200 -100 


-300 -100 -100 
300 -100 -100 
300 100 -100 
-300 100 -100 
-300 -100 -100 


-300 0 -100 
300 0 -100 
300 0 -100 
-300 0 -100 
-300 0 -100 


