6.12372 153.536 -100 
6.12372 153.536 -40 
-3.53553 156.124 -40 
-3.53553 156.124 -100 
6.12372 153.536 -100 


3.53553 143.876 -100 
3.53553 143.876 -40 
-6.12372 146.464 -40 
-6.12372 146.464 -100 
3.53553 143.876 -100 


6.12372 153.536 -40 
3.53553 143.876 -40 
22.8541 138.7 20 
25.4422 148.359 20 
6.12372 153.536 -40 


-3.53553 156.124 -40 
-6.12372 146.464 -40 
13.1948 141.288 20 
15.783 150.947 20 
-3.53553 156.124 -40 


15.783 150.947 20 
13.1948 141.288 20 
13.1948 141.288 80 
15.783 150.947 80 
15.783 150.947 20 


25.4422 148.359 20 
22.8541 138.7 20 
22.8541 138.7 80 
25.4422 148.359 80 
25.4422 148.359 20 


4.82963 148.706 -55 
4.82963 148.706 -65 
19.3185 144.824 -85 
19.3185 144.824 -35 
4.82963 148.706 -55 


19.3185 144.824 -35 
19.3185 144.824 -85 
38.637 139.647 -65 
38.637 139.647 -55 
19.3185 144.824 -35 


14.4889 146.118 50 
14.4889 146.118 40 
-4.82963 151.294 15 
-4.82963 151.294 70 
14.4889 146.118 50 


-4.82963 151.294 15 
-4.82963 151.294 70 
-28.9778 157.765 50 
-28.9778 157.765 40 
-4.82963 151.294 15 


