-99.3837 -212.956 -100 
-99.3837 -212.956 -40 
-107.044 -219.384 -40 
-107.044 -219.384 -100 
-99.3837 -212.956 -100 


-92.9558 -220.616 -100 
-92.9558 -220.616 -40 
-100.616 -227.044 -40 
-100.616 -227.044 -100 
-92.9558 -220.616 -100 


-99.3837 -212.956 -40 
-92.9558 -220.616 -40 
-77.635 -207.761 20 
-84.0628 -200.1 20 
-99.3837 -212.956 -40 


-107.044 -219.384 -40 
-100.616 -227.044 -40 
-85.2954 -214.188 20 
-91.7233 -206.528 20 
-107.044 -219.384 -40 


-91.7233 -206.528 20 
-85.2954 -214.188 20 
-85.2954 -214.188 80 
-91.7233 -206.528 80 
-91.7233 -206.528 20 


-84.0628 -200.1 20 
-77.635 -207.761 20 
-77.635 -207.761 80 
-84.0628 -200.1 80 
-84.0628 -200.1 20 


-96.1698 -216.786 -55 
-96.1698 -216.786 -65 
-84.6791 -207.144 -85 
-84.6791 -207.144 -35 
-96.1698 -216.786 -55 


-84.6791 -207.144 -35 
-84.6791 -207.144 -85 
-69.3582 -194.288 -65 
-69.3582 -194.288 -55 
-84.6791 -207.144 -35 


-88.5093 -210.358 50 
-88.5093 -210.358 40 
-103.83 -223.214 15 
-103.83 -223.214 70 
-88.5093 -210.358 50 


-103.83 -223.214 15 
-103.83 -223.214 70 
-122.981 -239.284 50 
-122.981 -239.284 40 
-103.83 -223.214 15 


